index,carat,cut,color,clarity,depth,table,price,x,y,z
15561,1.01,Very Good,G,VS1,60.5,60.0,6239,6.44,6.52,3.92
8513,1.16,Ideal,G,SI2,61.3,55.0,4425,6.79,6.84,4.18
875,0.84,Good,G,SI1,65.1,55.0,2872,5.88,5.97,3.86
22936,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
26345,0.32,Ideal,G,VS1,61.8,55.0,645,4.42,4.45,2.74
553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19
36777,0.3,Ideal,E,VVS1,60.6,57.0,956,4.35,4.33,2.63
22075,1.71,Ideal,I,SI2,62.1,58.0,10096,7.64,7.56,4.72
38691,0.37,Ideal,F,VS1,61.7,56.0,1041,4.63,4.61,2.85
13195,1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0
20612,1.53,Premium,I,SI1,61.5,59.0,8911,7.39,7.32,4.52
46691,0.5,Very Good,G,VVS2,63.0,58.0,1791,4.98,5.02,3.15
38750,0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79
19613,1.2,Very Good,F,VS2,61.1,58.0,8232,6.82,6.86,4.18
22170,1.12,Premium,F,VVS2,62.4,59.0,10211,6.66,6.58,4.13
12471,1.08,Premium,H,VS2,62.1,58.0,5250,6.63,6.51,4.08
6052,0.32,Ideal,I,VS2,63.0,56.0,576,4.42,4.38,2.77
44663,0.35,Ideal,D,SI2,62.4,55.0,522,4.53,4.54,2.83
39236,0.32,Ideal,D,VVS1,61.8,56.0,1067,4.39,4.41,2.72
4367,0.9,Very Good,F,SI2,63.4,59.0,3605,6.07,6.11,3.86
40974,0.4,Ideal,E,VS1,59.2,62.0,1180,4.8,4.83,2.85
22550,1.5,Very Good,H,VS1,63.4,56.0,10584,7.29,7.25,4.61
23143,1.51,Premium,H,VS1,61.0,60.0,11161,7.29,7.34,4.46
34001,0.42,Ideal,G,VS2,62.2,54.0,847,4.8,4.82,2.99
25739,2.32,Premium,J,SI2,59.0,59.0,14666,8.69,8.64,5.11
25609,1.73,Good,E,SI1,64.2,58.0,14479,7.54,7.5,4.83
46573,0.52,Ideal,G,VVS2,61.6,56.0,1784,5.15,5.18,3.18
42433,0.53,Ideal,H,VS2,62.5,56.0,1314,5.15,5.19,3.23
36900,0.41,Very Good,E,VS2,62.5,56.0,960,4.75,4.79,2.98
29194,0.38,Ideal,E,SI1,61.0,56.0,694,4.68,4.69,2.86
35196,0.31,Ideal,G,IF,61.2,56.0,891,4.36,4.4,2.68
26439,2.01,Good,G,SI2,63.6,59.0,15977,8.0,7.95,5.07
40537,0.51,Ideal,G,SI2,62.1,56.0,1148,5.1,5.13,3.18
1581,0.71,Ideal,G,SI1,61.4,56.0,3007,5.72,5.77,3.53
32194,0.35,Premium,H,VS1,61.7,59.0,788,4.53,4.51,2.79
3670,1.03,Premium,F,I1,62.3,59.0,3444,6.42,6.46,4.01
715,1.0,Fair,G,SI2,67.8,61.0,2856,5.96,5.9,4.02
29470,0.4,Very Good,G,SI1,62.7,59.0,702,4.67,4.71,2.94
43490,0.58,Ideal,H,SI1,60.2,57.0,1421,5.47,5.43,3.28
51492,0.71,Premium,F,SI1,61.6,60.0,2381,5.79,5.73,3.55
11948,1.01,Good,E,SI1,63.4,60.0,5132,6.3,6.34,4.01
22097,1.51,Very Good,G,SI1,63.3,60.0,10116,7.2,7.24,4.57
29721,0.31,Ideal,H,VVS1,61.5,56.0,707,4.34,4.38,2.68
38275,0.21,Premium,E,VS2,60.5,59.0,386,3.87,3.83,2.33
34310,0.29,Ideal,E,VVS1,62.7,55.0,858,4.22,4.2,2.64
6466,0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
25265,1.52,Good,G,VS1,64.0,58.0,13903,7.22,7.18,4.61
32546,0.27,Ideal,D,VVS2,62.6,56.0,799,4.15,4.13,2.59
34563,0.38,Very Good,D,VS2,58.8,61.0,871,4.72,4.77,2.79
39091,0.31,Ideal,F,IF,61.4,56.0,1061,4.38,4.41,2.7
30860,0.33,Ideal,G,VS2,62.2,56.0,743,4.47,4.44,2.77
39781,0.36,Ideal,D,VS2,61.7,55.0,1094,4.6,4.58,2.83
8558,1.01,Ideal,E,SI2,62.1,56.0,4434,6.43,6.39,3.98
2070,0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
15837,1.01,Premium,E,VS2,62.9,58.0,6335,6.47,6.37,4.04
19617,1.23,Ideal,G,VS2,62.4,57.0,8233,6.88,6.83,4.28
48725,0.52,Ideal,G,VVS2,62.4,55.0,2012,5.19,5.17,3.23
31801,0.36,Ideal,D,VS2,62.5,55.0,773,4.55,4.57,2.85
41575,0.55,Ideal,I,VS1,62.2,55.0,1238,5.26,5.29,3.28
35557,0.35,Ideal,G,VS1,60.5,57.0,906,4.58,4.55,2.76
27110,2.16,Ideal,E,SI2,61.4,57.0,17263,8.36,8.33,5.12
30208,0.34,Ideal,E,SI1,60.4,57.0,723,4.53,4.55,2.74
13018,1.2,Very Good,I,SI1,60.0,60.0,5408,6.81,6.89,4.11
39273,0.31,Ideal,F,SI1,62.3,55.0,490,4.34,4.39,2.72
6188,0.77,Ideal,H,VS2,61.3,56.0,3996,5.91,5.94,3.63
41487,0.39,Premium,D,VVS2,61.1,60.0,1232,4.66,4.7,2.86
33369,0.41,Very Good,G,VS2,61.3,57.0,827,4.76,4.8,2.93
17841,1.02,Premium,F,VS1,60.5,56.0,7197,6.61,6.52,3.97
15593,1.05,Ideal,H,SI1,61.3,57.0,6255,6.51,6.54,4.0
13583,1.04,Very Good,D,SI1,63.4,55.0,5557,6.41,6.46,4.08
21047,0.31,Premium,F,VS2,61.4,58.0,625,4.36,4.4,2.69
27879,0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01
47631,0.67,Good,I,VVS2,58.9,51.0,1882,5.74,5.78,3.4
47671,0.51,Ideal,D,VS2,61.5,57.0,1882,5.14,5.11,3.15
23998,1.56,Premium,E,VS2,61.5,58.0,12156,7.47,7.43,4.58
49518,0.57,Ideal,D,VS1,61.5,54.0,2122,5.36,5.38,3.3
20075,1.45,Premium,H,VS1,60.6,60.0,8550,7.27,7.16,4.37
1982,0.7,Ideal,E,VS2,62.0,57.0,3093,5.68,5.71,3.53
28731,0.31,Ideal,E,VS2,60.5,56.0,680,4.38,4.41,2.66
50654,0.31,Ideal,G,VS2,61.4,57.0,544,4.33,4.37,2.67
17305,1.22,Premium,H,VS2,62.4,58.0,6934,6.84,6.79,4.25
3334,0.71,Ideal,E,SI1,61.7,55.0,3376,5.73,5.77,3.55
6613,0.72,Ideal,D,VS2,61.0,55.0,4082,5.79,5.81,3.54
47561,0.71,Very Good,I,SI2,63.7,57.0,1875,5.64,5.67,3.6
24955,1.68,Ideal,H,VS2,61.3,56.0,13427,7.77,7.67,4.73
18636,1.01,Ideal,D,VS2,62.6,54.0,7602,6.46,6.42,4.03
4797,0.75,Ideal,D,VS1,62.4,54.0,3696,5.86,5.84,3.65
8169,0.9,Good,D,SI1,61.1,62.0,4362,6.2,6.24,3.8
8578,1.05,Very Good,F,SI2,62.1,58.0,4436,6.47,6.5,4.03
31102,0.3,Ideal,G,VVS1,62.1,58.0,753,4.26,4.28,2.65
42175,0.51,Ideal,F,SI2,61.4,56.0,1286,5.14,5.18,3.17
7212,0.9,Premium,H,VS2,61.7,59.0,4191,6.19,6.13,3.8
2130,0.72,Ideal,H,VS2,61.7,56.0,3122,5.74,5.77,3.56
17812,1.01,Very Good,G,VS1,60.9,55.0,7179,6.46,6.51,3.95
29480,0.32,Premium,E,VS2,60.5,58.0,702,4.44,4.48,2.7
33966,0.34,Ideal,F,VVS2,62.0,54.2,846,4.47,4.49,2.78
10184,1.22,Premium,I,SI2,61.7,59.0,4735,6.84,6.8,4.21
45529,0.54,Ideal,G,VS1,61.4,57.0,1684,5.23,5.2,3.2
25272,2.06,Premium,I,SI2,61.0,61.0,13912,8.18,8.1,5.02
27340,2.02,Premium,I,VS2,59.0,59.0,17893,8.34,8.27,4.9
32860,0.31,Very Good,F,VVS1,61.3,56.0,808,4.35,4.37,2.67
33732,0.39,Ideal,E,VS2,60.5,56.0,839,4.75,4.77,2.88
78,0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56
45237,0.52,Very Good,H,VS1,62.2,55.0,1659,5.15,5.18,3.21
31062,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
52823,0.7,Ideal,F,SI1,61.4,57.0,2573,5.67,5.69,3.49
18891,1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34
40021,0.55,Ideal,I,SI2,60.4,56.0,1109,5.32,5.36,3.23
18643,1.11,Ideal,G,VS2,62.0,56.0,7608,6.65,6.62,4.12
11187,1.0,Ideal,D,SI2,61.5,56.0,4956,6.45,6.41,3.95
10507,1.02,Ideal,E,SI2,60.3,57.0,4798,6.53,6.5,3.95
1465,0.7,Ideal,E,VS2,62.2,55.0,2981,5.67,5.71,3.54
7007,1.06,Premium,I,SI1,62.9,60.0,4155,6.47,6.43,4.06
22606,1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82
36689,0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88
37747,0.31,Premium,F,VVS1,59.2,62.0,997,4.41,4.34,2.59
35552,0.35,Premium,H,VVS2,61.9,58.0,906,4.54,4.5,2.8
27275,1.52,Premium,D,VS1,61.0,59.0,17723,7.48,7.53,4.5
38153,0.75,Good,F,I1,64.0,59.0,1013,5.78,5.62,3.66
52767,0.53,Ideal,D,VVS2,62.2,56.0,2563,5.18,5.21,3.23
44591,0.53,Premium,H,VS1,60.5,57.0,1607,5.34,5.27,3.21
41278,0.41,Good,F,I1,63.8,57.0,503,4.69,4.72,3.0
9914,1.15,Premium,E,SI2,62.3,58.0,4688,6.73,6.67,4.18
39650,0.55,Very Good,I,SI2,61.5,60.0,1087,5.23,5.25,3.22
49984,0.6,Ideal,G,VVS2,61.2,56.0,2190,5.43,5.45,3.33
6395,0.92,Very Good,F,SI1,62.7,57.0,4037,6.14,6.2,3.87
48287,0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
19370,0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01
16134,1.0,Very Good,G,VS2,62.4,58.0,6449,6.31,6.38,3.96
26195,2.01,Fair,G,SI2,65.6,56.0,15562,7.89,7.84,6.16
30884,0.33,Ideal,E,SI1,62.4,56.0,743,4.43,4.41,2.76
12983,1.11,Premium,H,VS2,62.0,59.0,5395,6.66,6.59,4.11
863,0.79,Ideal,G,SI1,62.6,55.0,2871,5.91,5.95,3.71
19875,1.5,Very Good,J,VVS2,63.3,57.0,8427,7.28,7.25,4.6
17178,1.27,Ideal,H,SI1,60.1,58.0,6858,7.02,7.05,4.23
5686,1.01,Fair,J,VS2,59.6,62.0,3886,6.54,6.49,3.88
38427,0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94
49009,0.53,Ideal,G,VVS2,62.2,54.0,2051,5.22,5.17,3.23
26108,2.24,Premium,I,SI2,61.9,58.0,15375,8.29,8.36,5.15
35436,0.32,Ideal,E,VS2,62.0,55.0,900,4.41,4.39,2.73
31556,0.38,Ideal,G,VS2,62.2,56.0,766,4.62,4.64,2.88
16874,1.01,Very Good,H,VVS1,60.6,56.0,6733,6.5,6.53,3.95
28611,0.3,Ideal,E,SI1,62.9,57.0,675,4.3,4.25,2.69
22607,1.53,Ideal,H,SI1,61.1,57.0,10659,7.45,7.44,4.55
1736,0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
9811,1.21,Premium,I,VS2,61.6,61.0,4669,6.86,6.8,4.21
6453,1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
11762,1.2,Premium,I,SI2,60.0,58.0,5080,6.93,6.91,4.15
17151,1.5,Good,H,SI2,60.8,64.0,6846,7.27,7.2,4.4
21610,1.52,Premium,H,VS2,60.6,61.0,9704,7.46,7.42,4.51
30260,0.4,Very Good,E,SI1,63.0,57.0,725,4.68,4.71,2.96
38520,0.34,Ideal,E,VS1,62.1,56.0,1033,4.5,4.48,2.79
26471,1.5,Very Good,F,VS2,59.1,59.0,16048,7.45,7.48,4.41
25254,1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63
27799,0.37,Ideal,G,VS2,60.8,57.0,649,4.61,4.66,2.82
50417,0.71,Ideal,H,SI2,59.4,57.0,2258,5.87,5.81,3.47
15874,1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24
29483,0.32,Ideal,E,VS2,62.0,55.0,702,4.39,4.41,2.73
42408,0.52,Very Good,I,VS1,61.0,58.0,1310,5.18,5.22,3.17
8132,1.01,Premium,E,SI2,62.5,60.0,4355,6.39,6.42,4.0
39884,0.42,Ideal,G,VVS2,62.1,57.0,1103,4.8,4.77,2.97
20180,1.72,Very Good,I,SI2,63.4,57.0,8630,7.6,7.58,4.81
19228,1.34,Very Good,H,VS2,61.4,58.0,7965,7.13,7.07,4.36
46902,0.56,Premium,D,SI1,60.6,59.0,1814,5.36,5.34,3.24
37905,0.41,Ideal,G,VVS2,61.0,57.0,1007,4.78,4.8,2.92
35208,0.33,Ideal,I,IF,61.6,55.0,891,4.47,4.46,2.75
35061,0.35,Very Good,E,VS1,59.9,59.9,885,4.54,4.59,2.73
20016,0.3,Very Good,H,SI1,62.9,58.0,421,4.22,4.24,2.66
49588,0.7,Premium,E,SI2,62.0,55.0,2135,5.65,5.61,3.49
53882,0.72,Ideal,G,VS1,62.6,53.0,2746,5.76,5.78,3.61
39799,0.38,Ideal,D,VVS2,59.7,62.0,1096,4.71,4.74,2.82
38401,0.35,Premium,H,VVS1,61.2,60.0,1024,4.54,4.51,2.77
2671,0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85
45351,0.59,Ideal,E,SI1,61.4,56.0,1664,5.36,5.39,3.3
36806,0.3,Ideal,G,IF,62.8,57.0,956,4.32,4.28,2.7
41802,0.5,Very Good,F,SI1,62.7,59.0,1250,5.04,5.07,3.17
52484,1.01,Premium,H,I1,60.1,58.0,2520,6.49,6.44,3.89
10538,1.01,Good,E,SI2,58.5,61.0,4807,6.51,6.61,3.84
29138,0.32,Ideal,H,VVS1,62.7,55.0,692,4.37,4.4,2.75
18110,1.56,Premium,I,VS2,60.8,59.0,7326,7.56,7.51,4.58
21569,1.09,Ideal,F,VVS2,62.5,55.0,9668,6.52,6.6,4.1
51717,0.7,Good,F,SI1,61.6,65.0,2401,5.71,5.66,3.5
15419,1.38,Premium,J,VS2,60.2,59.0,6175,7.29,7.19,4.36
49103,0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
38715,0.52,Ideal,G,SI2,59.7,56.0,1042,5.28,5.31,3.16
28946,0.3,Good,G,VVS2,63.1,56.0,684,4.2,4.23,2.66
43359,0.58,Very Good,G,SI1,59.3,58.0,1408,5.41,5.52,3.24
7775,0.91,Ideal,E,SI1,62.3,57.0,4284,6.21,6.25,3.88
9552,1.0,Premium,E,SI2,61.2,60.0,4620,6.42,6.45,3.94
43881,0.59,Very Good,F,SI1,62.4,59.0,1452,5.33,5.37,3.34
29803,0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67
25177,1.54,Ideal,G,VS2,60.6,57.0,13761,7.55,7.49,4.56
38218,0.43,Ideal,E,SI1,61.5,56.0,1016,4.9,4.85,3.0
20594,1.72,Ideal,J,SI1,62.0,57.0,8900,7.66,7.62,4.74
1448,0.79,Ideal,F,SI1,62.5,57.0,2976,5.88,5.92,3.69
36173,0.32,Ideal,F,IF,61.6,56.0,929,4.43,4.47,2.74
5559,0.74,Ideal,D,VS2,61.8,56.0,3858,5.79,5.82,3.59
39360,0.52,Premium,F,SI2,62.7,57.0,1073,5.11,5.07,3.19
47462,0.53,Ideal,D,VS2,61.2,55.0,1857,5.21,5.25,3.2
22258,1.86,Ideal,J,VS2,62.6,56.0,10312,7.95,7.87,4.95
25310,2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93
7684,1.03,Premium,H,SI1,63.0,59.0,4274,6.43,6.4,4.04
19914,1.28,Premium,G,VS2,61.4,58.0,8458,7.0,6.92,4.27
26199,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
22107,1.66,Very Good,H,SI1,62.8,56.0,10134,7.53,7.57,4.74
50248,0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58
10470,1.04,Very Good,H,SI1,62.2,57.0,4791,6.42,6.48,4.01
21947,1.01,Very Good,F,VVS1,62.9,57.0,10019,6.35,6.41,4.01
34149,0.33,Ideal,H,VVS2,61.7,56.0,854,4.44,4.41,2.73
20442,1.51,Fair,G,VS2,56.0,65.0,8794,7.68,7.57,4.27
43588,0.56,Premium,H,VS2,62.2,60.0,1432,5.28,5.23,3.27
52395,0.7,Very Good,D,SI1,63.2,55.0,2509,5.62,5.65,3.56
53459,0.8,Ideal,I,SI1,62.6,56.1,2677,5.87,5.92,3.7
5463,1.0,Fair,G,SI1,68.9,56.0,3833,6.16,6.11,4.23
18096,1.42,Premium,H,SI2,61.6,58.0,7316,7.22,7.17,4.43
22270,1.51,Very Good,H,VS2,63.0,57.0,10319,7.25,7.3,4.58
18139,1.59,Very Good,I,SI2,61.9,58.0,7345,7.46,7.5,4.63
9946,1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99
7312,1.13,Very Good,J,VS2,62.0,59.0,4206,6.62,6.66,4.12
362,0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69
24236,1.51,Ideal,H,IF,62.7,56.0,12437,7.26,7.38,4.59
5749,0.76,Premium,D,VS1,60.6,58.0,3894,5.95,5.89,3.59
48079,0.6,Ideal,G,VS2,61.1,55.0,1930,5.46,5.48,3.34
23211,1.26,Ideal,G,VVS1,61.7,56.0,11218,6.96,6.98,4.3
52236,0.57,Very Good,E,VVS2,60.0,61.0,2485,5.36,5.44,3.24
40491,0.42,Ideal,F,VVS2,61.1,57.0,1142,4.82,4.84,2.95
4834,0.92,Very Good,D,SI2,63.7,57.0,3707,6.12,6.21,3.93
25718,2.17,Very Good,H,SI2,58.8,62.0,14625,8.48,8.53,5.0
51872,0.52,Ideal,F,IF,60.3,60.0,2427,5.24,5.27,3.17
35510,0.41,Very Good,E,SI1,63.1,57.0,904,4.78,4.73,3.0
24382,0.32,Premium,F,SI1,60.7,62.0,638,4.43,4.4,2.68
10437,1.2,Very Good,I,SI1,61.7,56.0,4785,6.82,6.76,4.19
3906,0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
27547,2.05,Premium,H,VS2,61.8,60.0,18318,8.19,8.14,5.05
49628,0.3,Premium,E,SI2,61.9,58.0,540,4.31,4.28,2.66
41243,0.3,Fair,D,IF,60.5,57.0,1208,4.47,4.35,2.67
11835,1.21,Premium,J,VS2,61.9,59.0,5096,6.84,6.77,4.21
46310,0.3,Premium,E,SI1,59.8,60.0,526,4.31,4.35,2.59
37972,0.41,Ideal,E,VS1,61.5,56.0,1007,4.77,4.79,2.94
18516,1.17,Ideal,G,VS2,61.3,56.0,7548,6.81,6.79,4.17
26772,2.06,Very Good,F,SI2,61.5,56.0,16603,8.15,8.18,5.02
20991,1.79,Premium,J,SI1,60.9,60.0,9205,7.79,7.83,4.76
33489,0.32,Premium,F,VS2,61.0,61.0,828,4.41,4.38,2.68
14445,1.3,Very Good,J,VS2,61.6,56.0,5832,7.02,7.07,4.34
33060,0.3,Ideal,F,VVS1,62.2,56.0,814,4.28,4.3,2.67
28533,0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
26883,2.48,Premium,I,VS2,60.1,58.0,16820,8.83,8.76,5.29
22210,1.14,Premium,E,VVS2,59.7,58.0,10258,6.83,6.91,4.1
47223,0.51,Very Good,E,VS1,61.1,59.0,1839,5.14,5.2,3.16
43295,0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21
24960,2.0,Fair,H,SI1,65.1,59.0,13442,7.83,7.77,5.08
19097,1.51,Premium,H,SI2,62.5,57.0,7864,7.36,7.26,4.57
17327,0.95,Ideal,G,IF,59.8,59.0,6951,6.36,6.43,3.82
30870,0.33,Premium,G,VS2,62.1,56.0,743,4.44,4.41,2.75
9863,1.19,Ideal,J,SI1,62.0,56.0,4678,6.8,6.77,4.21
34756,0.41,Premium,H,SI1,60.5,58.0,876,4.85,4.81,2.92
29738,0.32,Ideal,G,VVS2,62.0,56.0,708,4.41,4.43,2.74
43587,0.53,Very Good,E,SI1,63.6,57.0,1432,5.12,5.16,3.27
47055,0.63,Ideal,G,VS2,62.6,55.0,1821,5.5,5.46,3.43
2999,0.9,Very Good,G,SI2,59.2,57.0,3303,6.3,6.36,3.75
28532,0.33,Ideal,I,IF,62.0,54.0,675,4.46,4.48,2.77
25594,1.54,Premium,G,VS1,61.1,56.0,14438,7.54,7.48,4.59
46165,0.5,Ideal,E,VS2,62.2,54.0,1746,5.11,5.08,3.17
53301,0.3,Very Good,I,VVS1,62.8,59.0,552,4.24,4.29,2.68
12558,1.06,Ideal,H,VS2,61.2,55.0,5277,6.57,6.61,4.03
6841,0.91,Premium,D,SI2,61.1,60.0,4123,6.24,6.29,3.83
15152,2.06,Good,H,I1,64.3,58.0,6091,8.03,7.99,5.15
16856,1.28,Very Good,I,VS1,62.8,57.0,6726,6.9,6.95,4.35
35238,0.39,Premium,F,VS1,61.7,58.0,894,4.69,4.71,2.9
27413,2.25,Premium,D,SI2,60.4,59.0,18007,8.54,8.48,5.13
29515,0.32,Very Good,E,VS2,62.0,54.0,702,4.37,4.41,2.72
13784,1.28,Premium,E,SI2,62.5,58.0,5620,6.93,6.89,4.32
51541,0.71,Ideal,G,SI1,61.4,57.0,2386,5.76,5.71,3.52
25200,2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15
30291,0.3,Very Good,G,SI1,59.8,57.0,447,4.32,4.37,2.6
31975,0.26,Very Good,E,VS2,63.2,56.0,453,4.06,4.1,2.58
12157,1.31,Premium,E,SI2,61.2,60.0,5176,7.02,6.93,4.27
39797,0.36,Ideal,D,VS1,61.1,56.0,1095,4.6,4.63,2.82
25791,2.55,Good,H,SI2,63.7,59.0,14775,8.66,8.57,5.49
47749,0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21
22079,1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73
34539,0.35,Ideal,G,VVS1,60.7,56.0,868,4.58,4.6,2.79
53565,1.0,Premium,H,I1,61.3,60.0,2695,6.39,6.43,3.93
12342,0.9,Ideal,D,SI1,61.2,55.0,5226,6.25,6.21,3.81
12122,1.35,Premium,G,SI2,60.5,60.0,5167,7.16,7.11,4.32
46936,0.52,Ideal,E,VS2,59.5,57.0,1815,5.27,5.25,3.13
14374,0.3,Premium,G,VS1,60.0,60.0,605,4.3,4.33,2.59
23173,1.51,Premium,H,VS2,61.2,58.0,11188,7.4,7.36,4.52
814,0.91,Premium,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
11818,1.03,Ideal,H,SI1,62.0,56.0,5093,6.44,6.49,4.01
22265,1.15,Ideal,F,VS1,61.1,55.0,10316,6.76,6.82,4.15
1825,0.79,Premium,D,SI1,61.4,59.0,3058,5.96,5.89,3.64
5513,0.91,Very Good,D,SI2,62.3,57.0,3848,6.14,6.22,3.85
7349,0.79,Very Good,D,VS1,62.4,60.0,4213,5.86,5.88,3.66
51006,0.68,Premium,G,VS1,58.6,59.0,2326,5.8,5.77,3.39
38403,0.35,Premium,H,VVS1,60.6,60.0,1024,4.57,4.51,2.75
22300,1.58,Ideal,H,SI1,62.5,57.0,10345,7.43,7.39,4.63
31593,0.2,Premium,E,VS2,59.0,60.0,367,3.81,3.78,2.24
15742,1.06,Premium,G,VS2,60.4,58.0,6296,6.64,6.68,4.02
19208,1.59,Premium,J,VS2,62.6,59.0,7953,7.45,7.43,4.66
30688,0.4,Good,F,SI1,63.6,57.0,737,4.67,4.7,2.98
2556,0.8,Very Good,H,VS1,61.7,62.0,3209,5.89,5.94,3.65
20300,1.5,Very Good,J,VVS2,61.5,60.0,8712,7.27,7.31,4.48
45894,0.52,Premium,F,VS2,62.1,59.0,1720,5.15,5.12,3.19
12264,1.26,Premium,J,SI1,61.7,58.0,5207,6.99,6.91,4.29
6721,0.23,Very Good,D,VS2,60.2,57.0,577,4.02,4.07,2.43
25017,2.22,Premium,F,SI2,59.2,59.0,13553,8.54,8.46,5.03
15791,1.08,Very Good,F,VS2,63.1,57.0,6319,6.56,6.5,4.12
15610,1.54,Good,E,I1,63.3,60.0,6261,7.26,7.3,4.61
